-6826,1212,4323,20,0,-1,-8079,-723,1601,0,-10,-3,0
-6843,1208,4305,20,1,-1,-8102,-746,1589,2,-7,-1,0
-6880,1215,4327,19,0,-3,-8116,-769,1592,8,-1,5,0
-6829,1217,4331,13,0,-3,-8111,-750,1639,11,2,6,0
-6797,1222,4262,7,-1,2,-8094,-759,1637,10,4,5,0
-6757,1218,4296,3,-2,7,-8082,-726,1616,-3,4,-3,0
-6782,1199,4292,1,-5,13,-8095,-755,1614,-17,4,-11,0
-6820,1142,4264,7,-8,13,-8107,-773,1614,-17,3,-19,0
-6873,1168,4263,9,-4,6,-8102,-745,1689,-9,4,-21,0
-6854,1097,4294,12,2,-2,-8088,-707,1700,-3,6,-16,0
-6889,1240,4318,39,2,-7,-8084,-696,1663,-7,7,-11,0
-6875,1276,4281,22,2,2,-8070,-691,1681,-13,6,-5,0
-6837,1178,4269,-9,2,10,-8069,-699,1659,-13,0,2,0
-6850,1186,4308,-1,2,19,-8060,-703,1704,-10,-3,4,0
-6841,1188,4326,15,1,20,-8073,-670,1706,-15,-4,6,0
-6867,1190,4291,21,-3,18,-8055,-717,1687,-20,-4,6,0
-6855,1188,4263,20,-4,18,-8069,-735,1692,-18,-7,6,0
-6854,1152,4273,21,-3,15,-8065,-727,1717,-11,-9,9,0
-6866,1190,4261,18,-1,15,-8057,-703,1686,-5,-8,9,0
-6858,1226,4291,14,-1,19,-8103,-704,1677,-2,-8,14,0
-6836,1140,4263,4,1,20,-8090,-730,1632,-2,-7,18,0
-6877,1156,4233,3,3,21,-8070,-719,1664,-1,-8,20,0
-6882,1088,4262,4,7,13,-8061,-712,1671,-5,-6,20,0
-6899,1157,4306,9,10,4,-8069,-717,1664,-21,-6,18,0
-6877,1156,4276,-3,12,-1,-8077,-726,1648,-31,-8,14,0
-6841,1172,4299,-5,12,-3,-8073,-750,1616,-30,-9,15,0
-6827,1171,4286,0,12,0,-8061,-748,1631,-20,-9,17,0
-6837,1192,4288,8,6,0,-8036,-737,1654,-15,-6,20,0
-6865,1226,4271,9,5,3,-8061,-741,1618,-13,-1,23,0
-6874,1195,4283,8,5,4,-8075,-739,1597,-14,1,23,0
-6886,1174,4285,7,7,2,-8076,-773,1631,-9,3,22,0
-6887,1204,4283,12,6,-1,-8052,-761,1631,-4,4,20,0
-6880,1214,4258,12,5,-4,-8066,-762,1603,0,7,17,0
-6890,1224,4269,13,2,-3,-8053,-734,1615,0,10,13,0
-6898,1215,4286,11,1,1,-8059,-763,1623,0,13,10,0
-6873,1187,4304,11,1,2,-8062,-766,1613,1,16,10,0
-6875,1184,4266,15,0,2,-8057,-768,1643,5,18,10,0
-6913,1175,4276,20,-2,-1,-8087,-756,1635,7,18,10,0
-6891,1153,4287,22,-4,-5,-8078,-746,1650,11,20,8,0
-6852,1153,4287,26,-6,-8,-8069,-758,1693,10,19,6,0
-6885,1167,4271,27,-5,-9,-8067,-790,1707,5,18,1,0
-6861,1163,4310,22,-4,-10,-8088,-775,1671,2,17,-3,0
-6874,1192,4317,18,-3,-9,-8071,-764,1665,1,12,-8,0
-6882,1175,4290,17,-2,-9,-8073,-767,1665,1,9,-10,0
-6870,1191,4305,17,-1,-10,-8122,-734,1723,5,8,-12,0
-6871,1194,4298,18,0,-11,-8089,-737,1673,2,6,-10,0
-6886,1205,4311,15,-2,-13,-8088,-741,1653,-1,4,-8,0
-6844,1214,4310,14,-4,-16,-8082,-742,1737,2,5,-7,0
-6831,1223,4286,12,-2,-14,-8095,-736,1712,6,6,-7,0
-6798,1250,4272,14,-6,-8,-8096,-720,1656,4,0,-9,0
-6833,1227,4256,18,-5,-5,-8091,-722,1665,-5,-2,-10,0
-6865,1220,4254,15,-3,-1,-8131,-729,1611,-6,-4,-11,0
-6904,1218,4232,10,4,-4,-8110,-718,1695,4,-2,-12,0
-6911,1229,4279,2,8,-7,-8084,-693,1654,12,2,-10,0
-6836,1230,4290,-7,10,-9,-8066,-684,1662,8,5,-4,0
-6842,1242,4324,-8,10,-7,-8043,-684,1644,2,3,-1,0
-6824,1250,4291,-6,9,1,-8044,-716,1616,6,-6,6,0
-6828,1199,4291,-8,5,11,-8050,-703,1648,10,-11,8,0
-6845,1163,4298,-10,6,15,-8049,-691,1664,7,-11,10,0
-6876,1106,4278,-10,4,11,-8077,-697,1618,-4,-7,11,0
-6863,1123,4285,-7,4,5,-8106,-722,1592,-7,-4,11,0
-6874,1131,4256,8,5,-4,-8103,-753,1585,5,-2,12,0
-6913,1157,4300,9,4,-6,-8109,-747,1576,15,-2,14,0
-6882,1192,4292,6,5,-4,-8100,-723,1601,20,0,14,0
-6855,1187,4260,6,1,3,-8138,-725,1540,16,3,14,0
-6864,1160,4221,11,3,0,-8114,-711,1592,15,6,15,0
-6866,1186,4292,17,5,-3,-8069,-726,1644,13,10,17,0
-6865,1191,4328,16,6,-7,-8058,-731,1613,9,13,18,0
-6905,1242,4303,6,6,-11,-8097,-738,1638,0,17,18,0
-6906,1256,4339,1,5,-12,-8102,-756,1680,-1,14,22,0
-6863,1267,4335,-3,5,-6,-8115,-784,1712,10,10,27,0
-6781,1282,4294,-15,0,8,-8100,-814,1765,17,7,28,0
-6777,1239,4285,-25,1,19,-8075,-791,1762,16,2,23,0
-6822,1180,4260,-36,2,25,-8032,-794,1701,-3,-8,12,0
-6850,1113,4241,-35,6,20,-8052,-809,1672,-20,-17,-2,0
-6888,1330,4380,10,1,5,-8093,-779,1655,-37,-26,-17,0
-6827,1277,4308,-13,-4,7,-8110,-747,1689,-40,-30,-25,0
-6907,1302,4301,-33,-9,11,-8117,-715,1633,-37,-28,-28,0
-6926,1258,4311,-35,-11,26,-8091,-689,1559,-34,-25,-25,0
-6911,1225,4309,-14,-14,31,-8040,-717,1532,-26,-20,-19,0
-6890,1238,4311,3,-18,39,-8050,-719,1497,-16,-15,-15,0
-6881,1242,4261,5,-21,41,-8050,-716,1557,-2,-9,-11,0
-6859,1170,4252,5,-21,43,-8033,-704,1541,10,-3,-4,0
-6855,1132,4281,5,-21,40,-8018,-714,1553,10,2,2,0
-6844,1106,4304,8,-20,35,-8079,-691,1576,7,9,8,0
-6787,1123,4201,11,-19,31,-8129,-716,1612,6,13,13,0
-6808,1079,4091,16,-17,28,-8163,-704,1650,6,16,19,0
-6829,1098,4138,23,-7,26,-8136,-714,1606,4,18,22,0
-6821,1108,4164,17,6,24,-8099,-712,1585,3,18,23,0
-6840,1130,4192,-20,24,13,-8091,-717,1599,4,23,20,0
-6889,1088,4205,-46,31,-1,-8080,-708,1629,13,26,20,0
-6957,1151,4305,-31,36,-25,-8027,-722,1726,30,24,26,0
-6939,1215,4382,-20,34,-33,-8000,-705,1726,34,20,32,0
-6944,1273,4461,-15,26,-23,-7960,-692,1671,12,10,33,0
-6957,1281,4444,-20,16,-11,-7981,-710,1625,-14,4,30,0
-6996,1248,4447,-20,7,1,-8012,-805,1619,-35,-1,21,0
-6922,1219,4435,-24,-5,6,-8020,-816,1643,-35,4,11,0
-6890,1201,4482,-33,-13,9,-8042,-825,1610,-26,8,0,0
-6821,1174,4436,-50,-26,9,-8044,-838,1554,-17,13,-8,0
-6761,1063,4360,-47,-34,6,-8101,-856,1527,-4,14,-16,0
-6750,1066,4375,-14,-46,0,-8106,-855,1546,24,13,-23,0
-6763,1068,4337,12,-53,-8,-8107,-820,1585,43,16,-24,0
-6845,1152,4311,28,-61,-11,-8121,-781,1613,49,26,-22,0
-6869,1156,4308,17,-66,-10,-8136,-786,1615,44,31,-20,0
