-6748,1115,4353,-56,85,-92,-7600,-1200,2887,-149,-176,37,0
-6851,1162,4388,-44,90,-94,-7589,-1207,2830,-146,-171,30,0
-6903,1255,4463,-34,87,-83,-7644,-1273,2861,-126,-159,16,0
-6894,1279,4518,-34,81,-68,-7652,-1301,2887,-95,-151,4,0
-6847,1261,4494,-31,71,-39,-7612,-1314,2871,-47,-137,-15,0
-6814,1238,4509,-23,63,-17,-7614,-1273,2851,-20,-124,-28,0
-6801,1257,4527,-7,47,8,-7611,-1217,2816,2,-105,-45,0
-6773,1284,4518,1,33,26,-7607,-1154,2758,7,-93,-48,0
-6821,1279,4565,5,16,45,-7569,-1111,2808,-2,-75,-45,0
-6824,1232,4572,7,5,58,-7541,-1114,2799,-14,-63,-42,0
-6755,1224,4559,16,-8,75,-7526,-1127,2753,-23,-46,-32,0
-6763,1157,4523,30,-16,84,-7529,-1147,2742,-22,-33,-23,0
-6789,1152,4489,47,-23,92,-7538,-1147,2738,-12,-15,-15,0
-6865,1131,4509,57,-31,102,-7533,-1185,2751,17,6,-9,0
-6884,1117,4532,51,-37,108,-7512,-1153,2816,39,25,-7,0
-6875,1088,4534,46,-47,113,-7487,-1162,2832,54,48,-8,0
-6821,1012,4533,48,-54,119,-7485,-1154,2878,64,62,-7,0
-6818,978,4483,53,-64,126,-7504,-1167,2894,81,70,-1,0
-6842,959,4476,56,-70,128,-7504,-1158,2981,94,73,3,0
-6830,938,4489,48,-78,128,-7506,-1153,3026,102,77,5,0
-6861,944,4503,31,-81,125,-7508,-1146,3057,94,78,9,0
-6789,826,4455,11,-86,116,-7549,-1133,3109,68,74,19,0
-6774,797,4410,6,-86,103,-7566,-1129,3075,46,68,27,0
-6734,774,4388,5,-82,79,-7615,-1189,3118,19,62,39,0
-6684,811,4338,-3,-77,59,-7658,-1181,3111,-6,58,40,0
-6682,810,4312,-20,-69,37,-7659,-1230,3096,-21,59,40,0
-6679,841,4317,-51,-53,4,-7697,-1294,3157,-13,63,27,0
-6694,850,4317,-74,-38,-26,-7713,-1287,3208,8,64,8,0
-6678,907,4315,-98,-21,-64,-7690,-1237,3220,28,62,-18,0
-6708,933,4342,-113,-12,-85,-7667,-1184,3256,29,55,-32,0
-6758,977,4292,-121,1,-104,-7646,-1146,3244,16,44,-37,0
-6788,1019,4298,-114,11,-112,-7643,-1109,3266,4,33,-36,0
-6834,1055,4329,-103,19,-120,-7637,-1092,3277,-14,14,-28,0
-6827,1095,4340,-97,24,-120,-7600,-1090,3259,-25,2,-16,0
-6819,1148,4334,-91,29,-115,-7552,-1120,3208,-37,-14,3,0
-6815,1134,4374,-82,30,-108,-7573,-1123,3171,-38,-23,17,0
-6804,1174,4323,-60,29,-98,-7581,-1182,3122,-30,-33,29,0
-6780,1203,4361,-46,28,-85,-7571,-1222,3081,-17,-41,37,0
-6769,1242,4368,-38,31,-65,-7570,-1233,3019,0,-45,44,0
-6747,1245,4359,-38,33,-50,-7591,-1238,3044,3,-47,48,0
-6747,1195,4340,-38,34,-38,-7708,-1278,3040,-6,-53,53,0
-6738,1206,4400,-35,33,-27,-7719,-1245,2986,-24,-56,54,0
-6745,1198,4429,-27,30,-20,-7715,-1269,2982,-44,-55,51,0
-6715,1182,4440,-11,25,-12,-7703,-1343,2966,-57,-48,41,0
-6696,1193,4437,3,19,-7,-7709,-1345,2926,-54,-41,29,0
-6700,1204,4471,24,11,6,-7653,-1374,2901,-35,-28,10,0
-6738,1219,4469,35,6,17,-7658,-1343,2886,-14,-19,-6,0
-6720,1210,4465,38,-2,36,-7630,-1322,2904,7,-6,-25,0
-6749,1201,4492,37,-7,48,-7610,-1292,2943,17,0,-33,0
-6771,1168,4494,44,-14,59,-7608,-1258,2910,25,8,-37,0
-6800,1171,4490,49,-16,62,-7597,-1264,2987,29,12,-38,0
-6779,1147,4484,39,-20,70,-7558,-1233,2984,25,12,-41,0
-6798,1136,4518,23,-19,76,-7577,-1227,2990,17,15,-43,0
-6803,1113,4539,13,-22,80,-7555,-1239,3045,-1,14,-49,0
-6779,1046,4518,14,-24,78,-7602,-1203,3004,-13,11,-52,0
-6775,1049,4517,24,-26,78,-7572,-1206,3026,-23,10,-55,0
-6786,1047,4477,33,-29,81,-7634,-1172,3035,-33,9,-56,0
-6778,1027,4534,35,-33,85,-7622,-1174,3046,-40,10,-53,0
-6776,993,4471,33,-35,87,-7669,-1184,3032,-38,11,-47,0
-6809,980,4530,29,-37,86,-7630,-1217,3051,-24,14,-42,0
-6804,924,4520,27,-37,80,-7575,-1166,3086,0,18,-39,0
-6800,924,4523,23,-36,75,-7576,-1145,3067,4,20,-35,0
-6733,901,4521,15,-33,65,-7560,-1122,3083,-3,14,-28,0
-6715,886,4509,7,-33,57,-7547,-1148,3075,-5,8,-19,0
-6707,859,4505,3,-34,46,-7541,-1175,3128,1,1,-6,0
-6698,855,4459,-2,-32,34,-7581,-1174,3108,7,-4,4,0
-6719,868,4482,-9,-30,18,-7584,-1179,3133,10,-5,14,0
-6724,877,4512,-14,-27,-6,-7619,-1191,3132,9,-6,25,0
-6721,877,4485,-15,-23,-22,-7675,-1216,3086,4,-12,27,0
-6732,952,4475,-17,-14,-36,-7621,-1246,3113,-2,-17,26,0
-6728,1016,4439,-29,-10,-40,-7636,-1265,3138,-8,-19,22,0
-6699,1031,4465,-55,-5,-43,-7631,-1250,3071,-18,-20,20,0
-6723,1043,4468,-66,-4,-48,-7618,-1255,3110,-21,-22,20,0
-6731,1029,4481,-62,-2,-56,-7561,-1271,3083,-21,-24,19,0
-6737,1068,4507,-54,-1,-61,-7582,-1271,3018,-24,-25,20,0
-6726,1118,4500,-48,1,-65,-7546,-1263,3026,-29,-25,22,0
-6741,1126,4457,-48,4,-63,-7557,-1290,3027,-29,-24,25,0
-6742,1157,4498,-52,6,-61,-7583,-1323,2997,-19,-21,29,0
-6735,1155,4506,-53,7,-53,-7557,-1299,2984,-9,-16,32,0
-6722,1182,4502,-46,5,-49,-7595,-1330,2933,-3,-13,33,0
-6718,1216,4486,-42,1,-39,-7555,-1275,2979,-4,-8,33,0
-6712,1192,4512,-44,-1,-27,-7585,-1325,2978,-11,-3,32,0
-6713,1198,4548,-42,-5,-14,-7622,-1353,2993,-14,1,29,0
-6677,1179,4484,-37,-4,-5,-7610,-1338,2985,-13,2,25,0
-6697,1192,4509,-31,-4,1,-7607,-1337,3014,-15,7,18,0
-6714,1177,4484,-30,-4,7,-7619,-1307,2999,-21,11,11,0
-6700,1181,4504,-36,-3,12,-7599,-1331,3012,-26,16,5,0
-6719,1176,4502,-47,-1,21,-7585,-1332,3024,-23,20,2,0
-6686,1143,4504,-53,0,27,-7615,-1295,3020,-16,20,-1,0
-6719,1130,4533,-53,1,38,-7596,-1293,3046,-14,20,-3,0
-6729,1112,4565,-46,0,43,-7577,-1252,3053,-13,20,-4,0
-6742,1065,4563,-37,-2,46,-7590,-1246,3073,-17,20,-3,0
-6706,1073,4543,-31,-4,51,-7574,-1268,3028,-14,19,-4,0
-6686,1064,4564,-31,-8,59,-7557,-1295,3019,1,17,-7,0
-6684,1039,4542,-34,-11,63,-7536,-1267,3038,17,19,-11,0
-6690,1011,4571,-41,-12,68,-7542,-1237,3044,39,21,-14,0
-6696,1001,4540,-48,-16,70,-7595,-1209,3069,53,24,-13,0
-6721,961,4548,-50,-19,67,-7638,-1200,3085,64,28,-3,0
-6721,930,4546,-46,-25,59,-7657,-1160,3094,68,25,9,0
-6709,926,4551,-40,-28,52,-7689,-1169,3137,67,20,24,0
-6707,928,4549,-30,-31,43,-7670,-1188,3102,54,15,30,0
-6715,918,4544,-19,-35,32,-7627,-1185,3172,35,11,33,0
-6702,914,4500,-7,-37,22,-7666,-1207,3122,8,8,32,0
-6656,929,4491,-3,-38,17,-7632,-1231,3096,-11,3,29,0
-6700,946,4445,1,-35,12,-7623,-1274,3127,-21,2,25,0
-6768,963,4474,0,-29,5,-7608,-1291,3121,-12,3,22,0
-6778,963,4488,-3,-23,-5,-7573,-1256,3132,2,7,18,0
-6751,989,4448,-9,-14,-20,-7604,-1251,3123,8,9,21,0
-6686,993,4468,-13,-9,-26,-7596,-1280,3141,19,3,28,0
-6691,1001,4478,-4,-5,-28,-7587,-1307,3157,25,-6,34,0
-6680,1033,4504,4,-3,-28,-7579,-1284,3153,24,-11,41,0
-6669,1038,4486,5,-2,-31,-7521,-1258,3145,6,-14,42,0
-6675,1093,4504,-3,0,-29,-7541,-1306,3132,-10,-10,37,0
-6694,1052,4519,-11,8,-29,-7560,-1388,3091,-14,-11,31,0
-6708,1046,4494,-7,15,-31,-7594,-1376,3104,4,-11,26,0
-6740,1081,4530,0,22,-31,-7600,-1369,3146,35,-13,22,0
-6686,1124,4545,1,25,-28,-7614,-1361,3122,46,-13,19,0
-6651,1117,4501,-5,26,-20,-7566,-1315,3117,41,-16,16,0
-6649,1116,4542,-13,27,-11,-7573,-1309,3086,34,-16,9,0
-6686,1118,4536,-19,26,-6,-7557,-1323,3120,17,-17,-4,0
-6678,1111,4589,-21,27,-4,-7559,-1290,3105,4,-18,-11,0
-6696,1058,4576,-18,25,-6,-7593,-1314,3103,-7,-20,-15,0
-6703,1102,4605,-8,23,-5,-7562,-1300,3045,-6,-20,-17,0
-6678,1110,4571,-3,22,-2,-7587,-1276,3026,1,-21,-19,0
-6717,1101,4606,0,17,6,-7581,-1249,3005,9,-19,-19,0
-6716,1092,4618,1,15,11,-7579,-1220,3011,11,-12,-17,0
-6685,1052,4638,2,10,14,-7579,-1254,3015,11,-5,-16,0
-6682,1022,4611,3,7,16,-7590,-1257,3020,13,-4,-17,0
-6681,1025,4629,6,3,16,-7579,-1211,2983,15,0,-19,0
-6709,988,4600,11,0,14,-7575,-1210,2978,15,6,-18,0
-6711,990,4612,16,-5,9,-7582,-1185,3002,12,10,-16,0
-6712,945,4587,29,-9,3,-7574,-1182,3040,11,16,-8,0
-6669,973,4554,38,-12,1,-7577,-1257,3041,15,18,-1,0
-6689,971,4581,44,-14,-1,-7517,-1227,2991,29,19,4,0
-6673,964,4561,43,-12,-1,-7541,-1235,3016,37,21,5,0
-6665,953,4557,34,-10,0,-7587,-1227,3044,41,24,6,0
-6660,960,4520,25,-6,-4,-7611,-1239,3077,40,26,9,0
-6655,949,4531,19,-2,-8,-7610,-1221,3101,38,25,12,0
-6666,952,4499,11,0,-13,-7591,-1215,3066,34,20,11,0
-6680,988,4531,1,3,-16,-7588,-1231,3092,24,17,8,0
-6702,975,4520,-8,5,-19,-7606,-1201,3060,9,15,3,0
-6709,976,4528,-13,10,-22,-7614,-1183,3058,-1,15,1,0
-6730,988,4551,-15,13,-24,-7569,-1204,3000,-11,13,4,0
-6713,1039,4521,-15,16,-24,-7556,-1161,2992,-11,14,11,0
-6712,1035,4549,-19,18,-21,-7584,-1194,2999,-4,15,16,0
-6718,1015,4544,-27,18,-12,-7614,-1197,2986,-1,16,21,0
-6696,998,4542,-24,17,-8,-7629,-1225,2969,1,19,28,0
-6734,963,4572,-11,16,-9,-7572,-1256,3016,6,21,31,0
-6736,971,4565,2,14,-15,-7579,-1228,3006,12,25,27,0
-6716,1025,4556,2,13,-20,-7624,-1240,3028,3,29,22,0
-6691,1033,4532,-7,13,-18,-7622,-1240,3008,-4,29,19,0
-6668,1001,4567,-9,12,-18,-7623,-1278,3074,-3,24,18,0
-6639,1012,4542,-2,12,-16,-7595,-1258,3048,-2,23,17,0
-6644,1045,4559,0,9,-17,-7612,-1239,3075,-11,23,18,0
-6703,1056,4604,-11,5,-14,-7638,-1243,3073,-21,24,18,0
-6681,1064,4555,-18,1,-12,-7659,-1303,3086,-26,19,16,0
-6672,1065,4572,-11,-1,-12,-7643,-1307,3078,-24,12,12,0
-6723,1047,4545,2,-2,-12,-7649,-1303,3103,-20,8,2,0
-6669,1100,4559,8,-5,-7,-7627,-1254,3061,-25,8,-6,0
-6686,1105,4547,3,-5,0,-7610,-1261,3057,-29,13,-10,0
-6740,1084,4578,-3,-6,7,-7615,-1262,3131,-26,14,-10,0
-6720,1075,4588,-5,-8,13,-7609,-1258,3140,-12,12,-7,0
-6721,1097,4545,-2,-9,14,-7616,-1253,3143,3,3,-6,0
-6714,1120,4532,2,-13,20,-7615,-1220,3138,6,-3,-6,0
