timestamp,action,goal,time_delta,correct,voltage,current,power,cumpower
1508999659.8207393,None,wavehands,60.018622159957886,False,0,0,0,0
1508999719.8544257,None,frontback,60.002665519714355,False,0,0,0,0
1508999882.2488728,None,wavehands,60.00184917449951,False,0,0,0,0
1509000034.5923877,None,jumping,60.00150227546692,False,0,0,0,0
1509000094.6131213,None,frontback,60.002761363983154,False,0,0,0,0
1509000154.6433725,None,busdriver,60.00221824645996,False,0,0,0,0
1509000214.6772768,None,sidestep,60.00390958786011,False,0,0,0,0
1509000274.710162,None,wavehands,60.002848863601685,False,0,0,0,0
1509000334.720731,None,busdriver,60.002630949020386,False,0,0,0,0
1509000394.751081,None,sidestep,60.00233578681946,False,0,0,0,0
1509000832.592338,None,wavehands,60.002402544021606,False,0,0,0,0
1509000892.621543,None,frontback,60.00321435928345,False,0,0,0,0
1509000952.6537035,None,sidestep,60.00514101982117,False,0,0,0,0
1509001012.6841035,None,sidestep,60.001405477523804,False,0,0,0,0
1509001191.3259773,None,wavehands,60.001757860183716,False,0,0,0,0
1509001583.7602057,None,wavehands,60.00184941291809,False,0,0,0,0
1509001725.870682,None,busdriver,60.0016725063324,False,0,0,0,0
1509001785.895847,None,sidestep,60.00214695930481,False,0,0,0,0
1509001943.118536,None,jumping,60.001904010772705,False,0,0,0,0
1509002003.1470408,None,jumping,60.001604080200195,False,0,0,0,0
1509002063.174287,None,busdriver,60.002230405807495,False,0,0,0,0
1509002302.3366094,None,wavehands,60.002349615097046,False,0,0,0,0
1509002362.365103,None,jumping,60.00248193740845,False,0,0,0,0
1509002422.3954275,None,sidestep,60.002334117889404,False,0,0,0,0
1509002858.5161986,None,frontback,60.000585079193115,False,0,0,0,0
1509002918.5254843,None,frontback,60.001288652420044,False,0,0,0,0
1509002978.5489264,None,jumping,60.00350379943848,False,0,0,0,0
1509003038.5816975,None,jumping,60.0027494430542,False,0,0,0,0
1509003098.6042051,None,busdriver,60.002511739730835,False,0,0,0,0
1509003233.1122868,None,jumping,60.00337100028992,False,0,0,0,0
1509003293.1466916,None,frontback,60.00338816642761,False,0,0,0,0
1509003353.1791475,None,frontback,60.00443506240845,False,0,0,0,0
1509003522.046043,None,busdriver,60.002795457839966,False,0,0,0,0
1509003582.0758188,None,jumping,60.003756046295166,False,0,0,0,0
1509003642.1098096,None,sidestep,60.00399613380432,False,0,0,0,0
1509003702.1302779,None,frontback,60.00245547294617,False,0,0,0,0
1509003762.1639864,None,busdriver,60.0047173500061,False,0,0,0,0
1509003822.176537,None,frontback,60.00154185295105,False,0,0,0,0
1509004004.6388962,None,wavehands,60.00053882598877,False,0,0,0,0
1509004064.6534476,None,busdriver,60.00154232978821,False,0,0,0,0
1509004124.6685164,None,jumping,60.00206208229065,False,0,0,0,0
1509004184.700085,None,jumping,60.00355553627014,False,0,0,0,0
1509004244.7136316,None,wavehands,60.00153946876526,False,0,0,0,0
1509004370.7494495,None,sidestep,60.00298285484314,False,0,0,0,0
1509004430.7854166,None,busdriver,60.00294899940491,False,0,0,0,0
1509004880.3435063,None,jumping,60.003748655319214,False,0,0,0,0
1509004940.3784053,None,wavehands,60.00387692451477,False,0,0,0,0
1509005000.4238205,None,wavehands,60.00239300727844,False,0,0,0,0
1509005060.445663,None,wavehands,60.001952171325684,False,0,0,0,0
1509005120.4602118,None,sidestep,60.00254249572754,False,0,0,0,0
1509005180.4727798,None,wavehands,60.00156116485596,False,0,0,0,0
1509005355.8029428,None,busdriver,60.002418756484985,False,0,0,0,0
1509005485.102349,None,wavehands,60.00345230102539,False,0,0,0,0
1509005545.1369665,None,busdriver,60.004602909088135,False,0,0,0,0
1509005711.4307892,None,busdriver,60.002336740493774,False,0,0,0,0
1509005771.4658735,None,sidestep,60.00308847427368,False,0,0,0,0
1509005831.5012288,None,frontback,60.00435972213745,False,0,0,0,0
1509005891.5409708,None,frontback,60.00374507904053,False,0,0,0,0
1509005951.5525422,None,wavehands,60.00156307220459,False,0,0,0,0
1509006147.3712006,None,jumping,60.00236797332764,False,0,0,0,0
1509006207.4053187,None,frontback,60.00309705734253,False,0,0,0,0
1509006267.442955,None,wavehands,60.00361180305481,False,0,0,0,0
1509006327.479168,None,sidestep,60.00219416618347,False,0,0,0,0
1509006387.491716,None,jumping,60.0015389919281,False,0,0,0,0
1509006447.5052652,None,jumping,60.0015184879303,False,0,0,0,0
1509006507.5198138,None,jumping,60.00153827667236,False,0,0,0,0
1509006567.5363634,None,sidestep,60.00153660774231,False,0,0,0,0
1509006627.553258,None,frontback,60.00188326835632,False,0,0,0,0
1509006687.5728083,None,busdriver,60.00253987312317,False,0,0,0,0
1509006747.587361,None,busdriver,60.00053572654724,False,0,0,0,0
1509006807.6336465,None,wavehands,60.00125741958618,False,0,0,0,0
1509006867.6491952,None,wavehands,60.00153946876526,False,0,0,0,0
1509006927.6672535,None,jumping,60.00204682350159,False,0,0,0,0
1509006987.703657,None,wavehands,60.00338554382324,False,0,0,0,0
1509007047.7405186,None,frontback,60.002864360809326,False,0,0,0,0
1509007107.7600925,None,jumping,60.00156021118164,False,0,0,0,0
1509007167.773643,None,frontback,60.00154137611389,False,0,0,0,0
1509007227.7891903,None,sidestep,60.00153946876526,False,0,0,0,0
1509007287.8063612,None,frontback,60.00115942955017,False,0,0,0,0
1509007347.8239124,None,sidestep,60.00153946876526,False,0,0,0,0
1509007407.8569255,None,frontback,60.00199103355408,False,0,0,0,0
1509007467.8924727,None,frontback,60.0015435218811,False,0,0,0,0
1509007527.9420447,None,jumping,60.0005407333374,False,0,0,0,0
1509007587.9956217,None,wavehands,60.00154161453247,False,0,0,0,0
1509007648.0272043,None,wavehands,60.001564264297485,False,0,0,0,0
1509007708.0477347,None,busdriver,60.00154137611389,False,0,0,0,0
1509007768.0793152,None,wavehands,60.001556158065796,False,0,0,0,0
1509007828.096845,None,sidestep,60.00153970718384,False,0,0,0,0
1509007888.1264064,None,frontback,60.00154209136963,False,0,0,0,0
1509007948.1830025,None,busdriver,60.0015594959259,False,0,0,0,0
1509008008.217547,None,wavehands,60.00154089927673,False,0,0,0,0
1509008068.23737,None,sidestep,60.00181221961975,False,0,0,0,0
1509008128.2549212,None,sidestep,60.00153923034668,False,0,0,0,0
1509008188.273272,None,wavehands,60.001338481903076,False,0,0,0,0
1509008248.3093934,None,frontback,60.00310492515564,False,0,0,0,0
1509008308.3451579,None,busdriver,60.002742767333984,False,0,0,0,0
1509008368.3587077,None,jumping,60.00053906440735,False,0,0,0,0
1509008428.3732557,None,frontback,60.00153923034668,False,0,0,0,0
1509008488.3918307,None,frontback,60.00156307220459,False,0,0,0,0
1509008548.4073591,None,wavehands,60.00153636932373,False,0,0,0,0
1509008608.4406595,None,busdriver,60.00127959251404,False,0,0,0,0
1509008668.45721,None,sidestep,60.00154089927673,False,0,0,0,0
1509008728.4747615,None,wavehands,60.00154089927673,False,0,0,0,0
1509008788.5053208,None,busdriver,60.001540184020996,False,0,0,0,0
1509008848.5238717,None,sidestep,60.00053906440735,False,0,0,0,0
1509008908.541423,None,sidestep,60.00153970718384,False,0,0,0,0
1509008968.557973,None,busdriver,60.00153994560242,False,0,0,0,0
1509009028.5775247,None,busdriver,60.003541231155396,False,0,0,0,0
1509009088.6120877,None,frontback,60.00253963470459,False,0,0,0,0
1509009148.643649,None,frontback,60.001540422439575,False,0,0,0,0
1509009208.7032335,None,frontback,60.00354480743408,False,0,0,0,0
1509009268.734795,None,wavehands,60.00154399871826,False,0,0,0,0
1509009328.7613478,None,busdriver,60.00153970718384,False,0,0,0,0
1509009388.79393,None,busdriver,60.00156116485596,False,0,0,0,0
1509009448.8254733,None,frontback,60.00054216384888,False,0,0,0,0
