-5733,2067,1687,-82,120,307,-7870,4712,1501,-115,115,-825
-6065,2069,1792,-99,59,235,-8697,4311,1371,-460,106,-762
-7285,2303,1959,-107,-29,86,-9993,4009,1448,-388,7,-612
-8307,2651,1855,-132,-108,-42,-10571,4316,1148,-229,-43,-478
-9267,3302,1210,-118,-283,-199,-11095,4338,898,-163,-63,-320
-11223,4001,2192,-279,-103,-357,-11473,4151,615,27,-93,-103
-11854,3668,1460,-279,-195,-414,-11914,4025,577,207,-115,53
-12587,4210,1545,-160,-70,-499,-13016,3873,446,532,-170,280
-12066,4645,1784,231,-8,-502,-13440,3676,605,830,-234,456
-10896,4626,2144,243,141,-443,-12833,3229,868,1258,-347,660
-7620,4718,2321,161,365,-307,-11824,3292,834,1425,-443,726
-5665,4521,2327,26,462,-184,-10014,3720,524,1269,-555,671
-4102,3891,2601,-299,534,-38,-8717,4418,42,814,-587,530
-3268,3300,2622,-474,487,38,-7190,4947,-481,-95,-505,305
-3250,2925,2760,-728,430,17,-6603,4837,-607,-802,-370,144
-3718,2384,2640,-843,306,-25,-6484,4379,-535,-1357,-167,5
-4466,2297,2448,-789,124,-143,-6877,3948,-402,-1445,-20,-25
-5444,2379,2341,-614,-40,-211,-7536,3600,-247,-1145,110,3
-6720,2908,2055,-306,-243,-289,-8216,3419,-175,-763,147,74
-7600,3268,1878,-77,-374,-335,-9038,3272,68,-144,149,174
-8354,3647,1739,128,-470,-372,-9522,3179,202,270,105,258
-8847,3999,1589,354,-514,-391,-9942,3210,405,699,35,364
-8908,4136,1448,513,-501,-373,-9989,3434,466,813,-23,415
-8531,4399,1225,709,-426,-294,-9886,3412,593,763,-60,456
-8001,4630,1231,757,-319,-199,-9665,3581,534,588,-85,467
-7319,4777,1175,694,-135,-25,-9199,3690,355,209,-71,432
-6986,4830,1362,517,23,103,-9022,3526,288,-83,-40,408
-6614,4719,1532,180,190,260,-8867,3026,346,-229,22,367
-6468,4358,1642,-54,283,353,-8867,2810,416,-137,65,335
-6606,3754,1881,-183,328,441,-8897,2703,451,43,108,313
-6839,3505,2023,-151,303,466,-9138,2777,600,285,163,281
-7086,3165,2048,0,193,441,-9268,2726,709,414,192,266
-7197,2981,2036,178,84,379,-9391,2710,844,546,221,205
-7133,3088,2008,418,-62,267,-9407,2687,888,636,235,140
-7031,3252,1833,524,-144,190,-9307,2692,1027,757,253,46
-6949,3538,1637,543,-196,107,-9288,2800,1085,815,264,-30
-6907,3743,1556,478,-190,59,-9297,2946,1134,810,277,-135
-6914,3959,1549,310,-132,9,-9303,3076,1194,756,282,-212
-6959,4121,1562,142,-73,-18,-9318,3198,1205,646,279,-314
-6962,4149,1652,-73,-1,-33,-9301,3326,1236,540,270,-385
-6955,4021,1728,-167,41,-26,-9241,3452,1205,395,253,-463
-6949,3950,1822,-185,65,-13,-9228,3525,1182,301,233,-500
