6102,3129,242,2124,-1557,3534,-9506,2840,924,16,41,151
5714,1050,-620,2182,-1126,3624,-9549,2942,829,155,2,44
5437,-331,-1084,2334,-836,3532,-9523,3026,807,280,-31,-84
5296,-2093,-1535,2533,-490,3248,-9482,3353,730,412,-54,-146
5254,-3179,-1659,2666,-256,2930,-9344,3877,793,503,-75,-187
5478,-3757,-1325,2576,76,2404,-9254,4260,785,478,-81,-192
5577,-4459,-874,2195,308,1954,-9191,4532,778,341,-71,-164
5500,-5733,-440,1572,538,1291,-9169,4653,766,228,-57,-122
5407,-6515,-39,1159,629,757,-9183,4736,716,104,-33,-50
5447,-7039,839,659,653,8,-9198,4732,722,27,-11,9
5473,-6941,1656,259,640,-551,-9237,4553,754,-84,18,74
5494,-6829,2138,-221,591,-1105,-9253,4366,713,-167,35,107
5523,-6358,2344,-835,523,-1836,-9317,4008,784,-227,50,123
5431,-5937,2357,-1197,533,-2386,-9377,3784,797,-203,52,119
5164,-5121,2427,-1366,633,-3087,-9416,3554,797,-84,41,86
4721,-3814,2757,-1363,764,-3531,-9429,3515,783,45,28,55
4120,-2382,2702,-1309,967,-3958,-9339,3575,751,216,24,8
3529,-987,2275,-990,1064,-4222,-9260,3685,807,316,25,-26
3344,2543,2097,-165,1107,-4491,-9236,3940,838,392,24,-68
3816,6670,2789,174,1173,-4565,-9251,4101,847,418,15,-88
4597,11183,4365,-597,1487,-4424,-9276,4245,831,421,2,-97
4829,13442,5506,-2078,1882,-3955,-9385,4347,732,410,-18,-106
4737,14415,6343,-4265,2286,-3016,-9466,4458,707,398,-33,-111
4401,12819,7343,-5208,2269,-2270,-9557,4638,683,349,-48,-119
4419,9353,10203,-5067,1891,-1390,-9608,4774,624,264,-56,-126
4021,6363,12029,-3582,1340,-918,-9525,4966,597,107,-60,-133
3748,5668,12810,-696,304,-434,-9442,5046,563,-18,-53,-124
4338,7042,12148,1200,-524,-71,-9384,5042,570,-151,-23,-84
5118,8549,10306,2549,-1375,458,-9325,5134,657,-173,5,-33
5629,9127,9098,2731,-1793,834,-9236,5148,766,-292,52,62
5742,9241,7979,2611,-2058,1182,-9239,4966,805,-447,81,130
5608,9707,6365,2291,-2233,1652,-9226,4471,871,-652,103,193
5613,9314,5152,1994,-2259,2083,-9307,3995,862,-711,105,225
5422,7924,3670,1743,-2226,2677,-9395,3328,848,-594,85,232
5399,7084,2716,1641,-2151,3050,-9429,3011,860,-386,51,204
5266,5620,1473,1522,-1963,3414,-9478,2982,841,-113,1,122
5193,4327,354,1542,-1796,3613,-9445,3179,774,-5,-25,46
5267,2483,-616,1587,-1484,3777,-9377,3398,705,57,-43,-31
5456,756,-938,1663,-1165,3801,-9360,3626,700,125,-51,-59
5465,-1442,-1198,2010,-726,3628,-9260,3939,668,209,-45,-62
5478,-2609,-1528,2370,-418,3368,-9211,4205,733,229,-33,-49
5638,-3720,-1546,2640,-42,2893,-9197,4417,800,182,-13,-12
5584,-4063,-1165,2541,231,2440,-9216,4478,867,118,-2,25
5503,-4514,-373,1922,533,1726,-9278,4463,897,45,7,62
5425,-5037,466,1203,702,1147,-9341,4261,890,-34,8,93
5393,-5595,1693,93,842,332,-9365,4076,805,-62,2,97
5394,-5723,2252,-757,882,-277,-9452,3866,777,-56,-7,90
5484,-6056,2557,-1692,885,-1090,-9434,3796,716,-29,-11,76
5629,-5796,2613,-2178,903,-1651,-9385,3800,709,15,-15,52
5530,-4978,2766,-2595,1003,-2334,-9316,3823,711,38,-18,35
5552,-3701,3135,-2840,1156,-2775,-9267,3880,699,57,-22,23
5563,-2223,3459,-3205,1376,-3116,-9227,3900,725,72,-17,21
5400,-1647,4031,-3529,1710,-3447,-9209,3872,701,105,-8,19
5120,-1052,4490,-3157,1863,-3643,-9191,3900,749,146,-1,13
