-8108,-15239,15680,8013,5573,17284,-1207,332,2129,3618,2454,895
-7622,-13688,15984,7365,5383,19577,-1244,320,2209,2465,1486,1442
-7426,-10942,16137,6749,3385,20398,-1306,368,2236,1611,638,1923
-6128,-7973,15600,6134,486,21490,-1411,522,2270,741,-588,2429
-2115,-5250,15331,5635,-1344,21942,-1517,608,2301,163,-1499,2615
1048,-4809,15161,4363,-2177,21189,-1675,670,2385,-901,-2619,2584
3416,-7371,14420,3519,-2625,19738,-1932,741,2624,-1771,-3319,2466
3083,-11638,13493,3202,-2272,18348,-2083,665,2580,-2521,-3770,2275
318,-15024,13318,2513,-2242,17288,-2118,502,2537,-3357,-3872,1785
-3011,-15312,13203,1265,-2219,17147,-2003,279,2564,-3932,-3750,1207
-5134,-13095,12521,-490,-2918,15905,-1568,114,2679,-4363,-3623,396
-7096,-8085,12608,-1124,-5341,15184,-1264,74,2767,-4342,-3577,-80
-6917,-7329,11309,-1060,-2286,13274,-1097,48,2670,-4064,-3435,-507
-7375,-3462,9685,-1120,-1096,11253,-1229,-127,2568,-4675,-3154,-706
-6984,30,8533,-1173,-324,8554,-1388,-250,2285,-5560,-2768,-732
-7141,2655,7175,-838,-491,7367,-1430,-152,2047,-5882,-2533,-752
-7023,3913,6491,-170,-259,6502,-1433,-52,1745,-6021,-2210,-935
-7661,5859,5305,17,232,5901,-1430,-90,1450,-6001,-1910,-1067
-7158,6462,4408,286,1147,5476,-1435,-120,1211,-6214,-1486,-1236
-6725,7286,3280,269,1584,5264,-1434,-113,1328,-6478,-1174,-1352
-6418,7814,2546,27,1622,5332,-1413,-168,1559,-6498,-793,-1501
-5809,8421,1394,-227,2003,5197,-1373,-229,1748,-6162,-575,-1572
-5241,9005,610,-164,2849,4617,-1286,-280,1873,-5734,-346,-1574
-4463,9633,-298,61,3145,3902,-1145,-295,1888,-5594,-180,-1501
-3972,9850,-1047,573,3178,2748,-1055,-253,1771,-5606,104,-1372
-3392,10260,-1636,887,3194,1766,-971,-171,1620,-5579,389,-1284
-2841,10223,-2296,1328,3284,676,-929,-89,1519,-5508,739,-1186
-1804,9918,-3335,2139,3508,-374,-870,68,1415,-5371,1354,-1054
