-9500,5245,-1492,-7868,50,4374,-81,-155,163,310,-223,-272
-9136,5087,-1461,-7624,-46,4273,-98,-176,224,391,-279,-288
-8835,4903,-1342,-7397,-29,4202,-124,-171,315,513,-358,-296
-8790,4939,-1332,-7297,-266,4205,-141,-161,387,582,-416,-292
-8850,4964,-1328,-7297,-604,4212,-159,-140,454,600,-489,-297
-8570,4880,-1294,-7236,-938,4183,-173,-108,510,592,-566,-357
-8218,4831,-1234,-6769,-1086,3886,-174,-76,578,441,-609,-486
-8139,4896,-1245,-6290,-1251,3704,-172,-63,586,233,-599,-529
-8231,5071,-1381,-6096,-1330,3370,-195,-83,642,42,-512,-486
-8408,5144,-1471,-6038,-1158,3179,-213,-60,657,-10,-420,-439
-8699,5231,-1657,-6245,-998,2996,-242,-9,681,122,-358,-377
-8776,5224,-1779,-6370,-575,2974,-269,14,690,377,-376,-306
-8857,5128,-1833,-6510,124,2757,-294,45,708,819,-421,-183
-9074,5101,-1819,-6580,871,2322,-295,44,727,1042,-387,-82
-9500,5035,-1708,-7144,1703,1994,-278,21,787,1128,-303,74
-10002,4813,-1238,-7542,2183,1909,-244,36,801,1004,-208,185
-11757,4986,150,-9262,2613,1952,-187,28,832,694,-54,352
-13247,6737,1111,-11096,2887,2023,-175,151,816,574,4,449
-14403,9099,1927,-12720,3433,1846,-180,284,857,237,102,479
-15420,9521,2598,-14285,1608,3066,-197,419,586,-150,92,292
-19050,8623,1958,-16637,1187,2573,-300,392,827,1039,-163,89
-15194,7773,2825,-12458,3726,2066,-429,542,657,1513,-65,255
-11406,7591,4829,-10414,4060,-220,-310,286,388,1161,-117,128
-10849,6853,7353,-10442,3423,-645,-238,77,143,680,-31,93
-10722,6237,8016,-10224,3221,-481,-235,127,59,439,-59,139
-10658,3795,6714,-9370,2932,-520,-131,169,-65,125,-99,100
-9676,1562,4839,-8183,2773,-670,-54,162,-95,-99,-50,-40
-7170,978,3164,-5980,2577,-721,-3,184,-99,-305,12,-301
-6224,2329,2559,-4548,2387,-770,23,189,-141,-361,51,-433
-5590,3946,2417,-3172,2279,-593,32,111,-211,-330,111,-420
-4925,5544,2127,-2637,2447,-287,16,115,-265,-322,160,-300
-4760,7202,1097,-2765,2710,148,-20,182,-246,-425,201,-99
-4829,7833,447,-3389,2641,135,-34,195,-174,-548,179,38
-5310,7994,-35,-4639,2354,85,-38,132,-142,-639,90,193
-6317,7892,-569,-5765,2168,132,-44,-4,-208,-621,27,267
-8187,7631,-332,-7526,2070,106,-74,19,-225,-549,-14,277
-9492,7264,183,-8189,2097,156,-86,89,-179,-485,-24,227
-10096,6125,1044,-8190,2026,265,-92,171,-156,-372,-47,117
-9675,5206,1646,-7669,2043,381,-84,139,-161,-239,-86,28
-9072,4692,1820,-7189,2049,514,-49,17,-169,-2,-165,-37
-8949,4814,1776,-7156,2130,672,-17,-58,-128,197,-224,-53
-9748,5168,2234,-7752,2440,787,13,-103,-78,394,-287,-68
-10578,5657,3071,-8544,2809,1013,58,-109,-19,428,-314,-99
-11400,6494,3584,-9876,3058,1189,82,-94,-12,339,-331,-160
-12967,7475,3540,-12026,3016,1095,86,-82,34,299,-337,-226
-12520,8317,3099,-12597,2683,812,121,-103,81,414,-336,-351
-10469,8283,2806,-11340,2309,579,301,1,129,645,-297,-415
-8675,8061,2342,-9936,2209,340,410,-76,176,1120,-124,-417
-7969,7836,1941,-8602,2668,581,408,-48,262,1388,87,-322
-7707,7517,1771,-7439,3343,1008,347,-31,208,1354,344,-108
-7941,6735,1633,-6470,4412,1851,224,-39,52,611,637,327
-8588,6266,1668,-5848,4311,2076,137,-62,-63,-545,756,684
