-9273,4105,804,-7486,2720,1842,-7,20,-4,-5,6,-1
-9294,4095,809,-7479,2727,1837,-5,21,-7,-10,9,0
-9288,4096,806,-7438,2717,1828,-4,24,-7,-15,9,4
-9258,4104,845,-7432,2667,1872,-4,28,-1,-25,11,12
-9237,4081,812,-7447,2625,1906,-5,33,2,-26,13,13
-9258,4060,838,-7470,2594,1901,-2,38,-2,-20,12,7
-9289,4026,833,-7480,2583,1916,0,39,-4,-9,11,-1
-9322,4030,827,-7484,2624,1898,0,40,-4,2,13,-9
-9325,4071,839,-7497,2652,1881,0,38,-3,7,12,-11
-9332,4092,830,-7494,2715,1871,0,36,-4,0,12,-12
-9338,4077,829,-7458,2689,1908,0,29,-4,-5,12,-9
-9331,4030,850,-7500,2703,1887,-1,28,-4,-6,10,-4
-9338,4017,850,-7446,2702,1831,-7,32,-2,-12,9,-1
-9353,4047,826,-7415,2667,1916,-5,33,-6,-18,12,3
-9335,4009,778,-7458,2630,1891,-4,34,-12,-11,11,6
-9329,4011,824,-7524,2640,1829,-7,37,-5,3,5,1
-9275,4068,857,-7505,2665,1836,-8,28,-9,3,3,-9
-9300,4135,891,-7484,2670,1838,-5,19,-13,7,12,-20
-9283,4116,919,-7456,2747,1842,-2,12,-12,10,15,-19
-9268,4065,873,-7445,2841,1861,-2,11,-10,-4,15,-6
-9233,4090,915,-7438,2783,1876,-2,15,-11,-25,15,8
-9325,4124,874,-7461,2703,1873,0,17,-19,-37,13,18
-9354,4091,851,-7460,2637,1834,4,17,-28,-33,15,20
-9375,4068,883,-7478,2639,1842,3,21,-27,-25,16,16
-9379,4075,777,-7455,2621,1852,4,22,-36,-18,21,8
-9404,4064,831,-7430,2656,1839,10,23,-47,-13,19,3
-9381,4084,854,-7396,2755,1738,15,30,-54,-20,20,-1
-9352,4144,885,-7480,2674,1699,20,32,-62,-53,24,-4
-9380,4205,876,-7471,2703,1702,32,36,-84,-49,38,-9
-9396,4247,877,-7439,2674,1724,43,43,-106,-46,50,-13
-9373,4254,855,-7526,2611,1723,58,57,-136,-17,55,-18
-9305,4190,840,-7543,2561,1640,69,62,-164,26,43,-21
-9259,4246,798,-7507,2557,1531,84,66,-190,66,46,-24
-9123,4328,735,-7397,2523,1508,109,64,-214,40,71,-31
-9120,4403,701,-7305,2473,1511,122,58,-215,-68,113,-57
-9133,4549,734,-7426,2291,1589,111,73,-170,-152,124,-87
-9076,4700,730,-7755,1873,1815,92,97,-130,-184,107,-144
-8971,4685,747,-7896,1540,1793,74,151,-98,-74,62,-194
-8683,4740,700,-7622,1491,1680,78,178,-15,201,-28,-246
-8375,4721,688,-7239,1465,1494,81,273,39,342,-73,-265
-7987,4702,597,-6874,1502,1261,86,350,94,424,-79,-290
-7903,4556,523,-6754,1424,1121,117,434,133,399,-53,-301
-8031,4447,448,-7032,1351,1070,143,477,121,336,0,-320
-8353,4306,432,-7461,1405,1172,151,569,141,258,55,-339
-8894,4108,619,-8012,1442,1392,142,636,177,131,125,-371
-9159,4209,616,-8114,1408,1517,142,682,278,51,159,-394
-9054,4408,559,-7925,1266,1579,153,704,215,0,177,-404
-8900,4413,549,-7407,852,1787,169,698,208,22,186,-389
-8723,4306,506,-7220,-114,2386,176,695,204,211,170,-392
-8671,4041,560,-6841,534,2687,165,697,160,917,48,-450
