919,1748,-1174,2001,5224,-7794,-236,145,-116,5591,-1494,-1506
1139,2441,-419,2081,5741,-8804,-216,128,-143,5502,-1546,-1561
1298,3387,516,1891,6067,-9488,-183,117,-174,5087,-1484,-1573
1170,3961,784,1295,5794,-10490,-147,132,-210,4087,-1314,-1508
770,4119,1036,552,4469,-11160,-138,170,-235,3351,-1177,-1527
680,4832,1566,207,4080,-11474,-138,161,-280,2711,-990,-1723
744,5214,2121,44,4339,-11237,-140,128,-302,2295,-801,-1854
801,6390,2093,33,4259,-10605,-130,114,-322,1793,-565,-1936
663,6864,1584,-547,4271,-10275,-111,133,-327,1638,-465,-1961
966,7051,954,-1226,4273,-10101,-83,128,-329,1554,-439,-1977
1332,7011,918,-2116,3644,-10047,-59,101,-334,1451,-457,-2052
1558,6724,957,-2427,3493,-10211,-36,67,-282,1345,-439,-2159
1360,8408,1173,-2006,4816,-9817,-23,38,-213,1179,-334,-2343
1050,10305,1092,-2483,5629,-9730,11,50,-222,971,-207,-2333
1217,10866,1515,-3233,5847,-9520,34,110,-261,692,-61,-2245
1259,11312,2601,-2755,6549,-9226,18,142,-240,447,60,-2278
1161,12042,3298,-1748,8555,-8392,-10,137,-146,6,257,-2356
872,14626,4196,-679,10991,-7136,-37,209,-49,-434,413,-2340
793,16368,4733,-697,14719,-5576,-56,306,-58,-1300,585,-2103
1011,17302,5494,-1073,16044,-4355,-59,313,-166,-1931,578,-1664
1090,17602,6032,-1328,15471,-2985,-49,236,-279,-2019,378,-1003
1102,18361,6683,-1259,14880,-2435,-21,177,-275,-1439,138,-609
705,18975,6964,-893,15649,-2462,28,122,-198,-524,-185,-214
-166,19502,6919,-875,16620,-2834,48,90,-182,-295,-348,109
-783,19238,6490,-1370,16285,-3697,45,18,-199,-639,-470,671
-824,17796,5651,-1860,14824,-4421,45,-33,-194,-1023,-509,1083
-890,16229,4866,-2376,12568,-5729,86,-144,-99,-1305,-529,1464
-1202,14387,3630,-2478,10980,-6280,120,-185,-59,-1287,-520,1628
-1529,12787,2507,-2632,10287,-7123,125,-233,44,-1102,-493,1746
-1515,10777,1048,-2469,10346,-7643,113,-235,86,-1233,-449,1867
-802,9072,77,-2182,10377,-8222,102,-197,108,-1921,-317,2069
-342,7431,-841,-1985,10122,-8444,104,-171,103,-2704,-187,2196
-189,5378,-1492,-2097,9465,-8805,90,-160,127,-3845,-59,2254
-351,3550,-1392,-2073,8805,-9144,70,-151,187,-4528,-14,2189
-897,1736,-1652,-1729,8226,-8995,63,-85,149,-4825,30,2054
-1015,1492,-2431,-1262,8101,-8287,47,-94,224,-4666,102,1925
-1001,2101,-3776,-962,8296,-7722,30,-102,211,-4380,123,1931
-733,2568,-4501,-565,8882,-7040,3,-102,212,-4065,99,1949
-17,2417,-5398,-91,9269,-6558,0,-92,248,-3957,91,1957
-239,1297,-5482,210,9257,-6272,66,-81,209,-3988,138,1983
-1529,2,-5734,700,9151,-5792,120,-108,204,-4172,208,2010
-1903,96,-6088,803,9309,-4421,182,-103,134,-4767,424,1987
-1566,1380,-6711,467,8531,-3861,241,-85,156,-5227,543,1971
-1088,1532,-7681,1266,7643,-3346,322,-66,189,-5513,585,2073
-2632,-223,-8691,1967,7145,-2654,366,-62,195,-5536,623,2128
-3249,-1607,-9835,2373,6961,-1921,359,-53,269,-5516,717,2024
-3391,-1743,-11318,2433,6749,-1103,344,-9,320,-5565,782,1918
-3836,-929,-12431,2211,6325,-236,349,2,325,-5644,869,1854
-4522,-715,-14253,1844,6031,-135,354,63,320,-5705,897,1841
-4292,-2706,-14779,1904,5251,603,331,97,371,-5818,921,1971
-3565,-3717,-14222,1894,4055,1226,314,87,411,-5791,945,2016
-3543,-1958,-13898,2155,2842,1868,312,57,442,-5335,910,2060
-4167,1096,-13438,1972,2086,2267,296,54,465,-4760,813,2091
-4555,1689,-13071,1447,1388,2988,242,66,426,-3841,645,2108
